Sr. No.,Jun DUNs,May DUNs,legal_nm,dba_nm,alt_bus_nm,bus1_address1,bus1_address2,bus1_city,bus1_state_cd,Action Code,Action Code Details,Final DUNS,Comments,Weblinks,June/May,Location,Company Name on D&B,Address on D&B,Contact Number,DUNS As Per CP,Headquarter DUNS
,72173420,877628644,SISTERSVILLE GENERAL,SISTERSVILLE GENERAL,-,314 S WELLS ST,-,SISTERSVILLE,WV,D,After research on the web found possible DUNS,072173420 / 877628644,"On hoovers for JUNE DUNS we found company name ""SISTERSVILLE GENERAL HOSPITAL"" where name matches partially and address matches completely and for MAY DUNS we found company name ""Sisterville Fitness Center"" where name matches partially and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Single Location,SISTERSVILLE GENERAL HOSPITAL,"314 S Wells St Sistersville, WV 26175-1098, United States ",304-652-2611,072173420 / 877628644,72173420
,181191057,830517939,EXPANSCIENCE LAB,EXPANSCIENCE LAB,-,60 E 56TH ST FL 6,-,NEW YORK,NY,A,Accepted original DUNS based on input data given,181191057,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find company name where address is different.,,June,Single Location,Expanscience Laboratories Inc,"60 E 56th St Fl 6 New York, NY 10022-3345, United States",212-605-9938 ,-,-
,956726962,927546564,LANIER TEXTILE,SIGMATEX INC,-,355 SATELLITE BL 100,-,SUWANEE,-,D,After research on the web found possible DUNS,956726962 / 927546564,"On hoovers for JUNE DUNS we found company name ""Sigmatex, Inc."" where name and address matches completely and for MAY DUNS we found company name ""Lanier Textile Distribution Inc."" where name matches partially and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Branch / Single Location,"Sigmatex, Inc.","355 Satellite Blvd Ne #100 Suwanee, GA 30024-2198, United States ",770-831-4974 ,956726962 / 927546564,-
,72918303,78530344,SANFORD HEALTH,SANFORD HEALTH,-,1305 W 18TH ST,-,SIOUX FALLS,SD,D,After research on the web found possible DUNS,072918303 / 078530344,"On hoovers for JUNE DUNS we found company name ""Sanford Health"" where name and address matches completely and for MAY DUNS we found company name ""Sanford Health"" where name and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Branch,Sanford Health,"1305 W 18th St Sioux Falls, SD 57105-0401, United States ",605-333-1720 ,072918303 / 078530344,72918303
,832609346,806650354,SPORT CLIPS INC,SPORT CLIPS INC,-,110 BRIARWOOD DR,-,GEORGETOWN,TX,D,After research on the web found possible DUNS,832609346 / 806650354,"On hoovers for JUNE DUNS we found company name ""Sport Clips, Inc."" where name and address matches completely and for MAY DUNS we found company name ""Sport Clips International, Inc."" where name and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Single Location / Headquarters,"Sport Clips, Inc.","110 Briarwood Dr Georgetown, TX 78628-2490, United States ",512-869-1201 ,832609346 / 806650354,806650354
,59314174,809188365,SPRINGFIELD LLC,SPRINGFIELD LLC,-,448 LAKESHORE PKWY,-,ROCK HILL,SC,A,Accepted original DUNS based on input data given,59314174,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could not find any  company name .,,June,Branch,Springfield LLC,"448 Lakeshore Pkwy Ste 215 Rock Hill, SC 29730, United States ",803-909-5555 ,-,-
,54775553,800217023,KNOAH SOLUTIONS INC,KNOAH SOLUTIONS INC,-,325 E WRM SPRNGS#103,-,LAS VEGAS,-,A,Accepted original DUNS based on input data given,54775553,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find company name where address is different.,,June,Single Location,Knoah Solutions,"325 E Warm Springs Rd #103 Las Vegas, NV 89119-4240, United States ",702-260-1323 ,-,-
,134307313,19670336,HOSPICE SAVANNAH INC,HOSPICE SAVANNAH INC,-,1674 CHATHAM PKWY,-,SAVANNAH,GA,A,Accepted original DUNS based on input data given,134307313,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where address is different.,,June,Headquarters,Savannah Hospice Inc,"1674 Chatham Pkwy Savannah, GA 31405-1350, United States ",912-355-2289 ,-,134307313
,111063541,48433978,ROBERT J DEBRY&ASSOC,ROBERT J DEBRYASSOC,-,4252 S 700 E,-,SALT LAKE CITY,UT,A,Accepted original DUNS based on input data given,111063541,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name on same address.,,June,Headquarters,Robert J Debry & Associates,"4252 S 700 E Salt Lake City, UT 84107-3065, United States ",801-262-8915 ,-,111063541
,92053149,145052481,VERMED,VERMED,-,9 LOVELL DR,-,BELLOWS FALLS,VT,D,After research on the web found possible DUNS,092053149 / 145052481,"On hoovers for JUNE DUNS we found company name ""Vermont Medical, Inc"" where name matches partially and address matches completely and for MAY DUNS we found company name ""Vermed, Inc."" where name matches partially and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Single Location,"Vermont Medical, Inc","9 Lovell Dr Bellows Falls, VT 05101-3123, United States ",802-463-9976 ,092053149 / 145052481,92053149
,150414493,858749042,LUXURY LIVING OF USA,LUXURY LIVING OF USA,-,90 NE 39TH ST,-,MIAMI,FL,D,After research on the web found possible DUNS,150414493 / 858749042,"On hoovers for JUNE DUNS we found company name ""Luxury Living of Usa, LLC"" where name matches partially and address matches completely and for MAY DUNS we found company name ""Luxury Living of Miami, Inc."" where name matches partially and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Single Location,"Luxury Living of Usa, LLC","90 Ne 39th St Miami, FL 33137-3643, United States ",305-438-1660 ,150414493 / 858749042,150414493
,72146293,24861406,TECHNOSERVE INC.,TECHNOSERVE INC,-,1120 19TH ST NW FL 8,FL 8,WASHINGTON,DC,A,Accepted original DUNS based on input data given,72146293,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find company name where address is different.,,June,Headquarters,"Technoserve, Inc.","1120 19th St Nw Fl 8 Washington, DC 20036-3605, United States ",202-785-4515,-,72146293
,964771914,18805523,JOHN J BRENNAN,JOHN J BRENNAN,-,70 PLATT RD,-,SHELTON,CT,D,After research on the web found possible DUNS,964771914 / 018805523,"On hoovers for JUNE DUNS we found company name ""John J. Brennan Construction Co., Inc."" where name matches partially and address matches completely and for MAY DUNS we found company name ""Brennan Realty, LLC"" where name matches partially and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Single Location / Headquarters,"John J. Brennan Construction Co., Inc.","70 Platt Rd Shelton, CT 06484-5339, United States ",203-929-6314 ,964771914 / 018805523,18805523
,77471738,86883386,WA HANCOCK CMMNTY,WA HANCOCK CMMNTY,-,248 BUCKSPORT RD,-,ELLSWORTH,ME,A,Accepted original DUNS based on input data given,77471738,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find company name where address is different.,,June,Headquarters,Washington Hancock Community Agency,"248 Bucksport Rd Ellsworth, ME 04605-2715, United States ",207-664-2424 ,-,-
,59646403,825989387,ACCU AIRE MECHANICAL,ACCUAIRE MECHANICAL,-,3545 MARIETTA AVE,-,LANCASTER,PA,D,After research on the web found possible DUNS,059646403 / 825989387,"On hoovers for JUNE DUNS we found company name ""Accuaire Mechanical"" where name and address matches completely and for MAY DUNS we found company name ""Accu-Aire Mechanical Services, Inc."" where name matches partially and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Single Location / Single Location,Accuaire Mechanical,"3545 Marietta Ave Lancaster, PA 17601-1161, United States ",717-285-2228 ,059646403 / 825989387,-
,42981592,11295821,HART INTERCIVIC INC,HART INTERCIVIC INC,-,PO BOX 80649,-,AUSTIN,TX,B,After research on the web accept original DUNS,42981592,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,http://www.hartintercivic.com/content/contact-us,May,Headquarters,"HART INTERCIVIC, INC.","15500 Wells Port Dr,Austin, TX",512-252-6400 ,-,11295821
,62019328,12144809,STERLING JEWELERS,STERLING JEWELERS,-,375 GHENT RD,-,FAIRLAWN,OH,D,After research on the web found possible DUNS,062019328 / 12144809,"On hoovers for JUNE DUNS we found company name "" STERLING JEWELERS, INC. "" where name matches partially and address matches completely and for MAY DUNS we found company name "" STERLING JEWELERS, INC. "" name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Headquarters,"STERLING JEWELERS, INC.","375 Ghent Rd Fairlawn, OH 44333-4600, United States ",330-668-5000,062019328 / 12144809,062019328 / 12144809
,36493471,71749923,BOWDOIN COLLEGE,BOWDOIN COLLEGE,-,5410 COLLEGE STA,-,BRUNSWICK,ME,D,After research on the web found possible DUNS,036493471 / 071749923,"On hoovers for JUNE DUNS we found company name "" STERLING JEWELERS, INC. "" where name matches partially and address matches completely and for MAY DUNS we found company name "" Bowdoin College "" name matches partially and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Branch / Headquarters,Bowdoin College,"5410 College Sta Brunswick, ME 04011-8445, United States ",207-725-3000 ,036493471 / 071749923,71749923
,74153573,66091151,SERVICEPOWER INC,SERVICEPOWER INC,-,8180 GREENSBORO DR,-,MC LEAN,VA,A,Accepted original DUNS based on input data given,74153573,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where address is different.,,June,Headquarters,"Servicepower, Inc.","8180 Greensboro Dr #600 Mc Lean, VA 22102-3837, United States ",703-287-8900 ,-,74153573
,79534551,929236040,REALTY INCOME CORP,REALTY INCOME CORP,-,11995 EL CAMINO REAL,-,SAN DIEGO,CA,D,After research on the web found possible DUNS,079534551 / 929236040,"On hoovers for JUNE DUNS we found company name ""Realty Income, L.P."" where name matches partially and address matches completely and for MAY DUNS we found company name ""Realty Income Corporation"" where name and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Single Location / Headquarters,"Realty Income, L.P.","11995 El Camino Real #101 San Diego, CA 92130-2565, United States ",760-741-2111 ,079534551 / 929236040,929236040
,70379140,69934073,INTERNATIONAL RUBBER PRODUCTS,INTERNATIONAL RUBBER PRODUCTS,-,1035 CALLE AMANECER,-,SAN CLEMENTE,CA,C,After research on the web found better DUNS,623676728,"On hoovers for JUNE DUNS we found company name "" TAMURA SOGYO Y.K. "" and name & address is different and for MAY DUNS we found company name "" Viking Rubber Products Inc. "" and name & address is different. After research on web found better dUNS with company name "" INTERNATIONAL RUBBER PRODUCTS, INC. "" and address matches completely.",,-,Headquarters,"INTERNATIONAL RUBBER PRODUCTS, INC.","1035 Calle Amanecer, San Clemente, CA",949-373-4510,623676728,623676728
,63395853,187421961,ALFRED E MANN F S R,ALFRED E MANN F S R,-,PO BOX 905,-,SANTA CLARITA,CA,A,Accepted original DUNS based on input data given,63395853,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find company name where address is different.,,June,Single Location,Alfred E Mann Foundation,"28460 Avenue Stanford Santa Clarita, CA P.O. BOX 905",661-775-3995 ,-,-
,183519867,144174752,WATKINS SHEPARD,WATKINS SHEPARD,-,6400 US HIGHWAY 10 W,-,MISSOULA,MT,D,After research on the web found possible DUNS,183519867 / 144174752,"On hoovers for JUNE DUNS we found company name ""WATKINS AND SHEPARD TRUCKING, INC."" where name matches partially and address matches completely and for MAY DUNS we found company name ""Watkins and Shepard Leasing, L.L.C."" where name matches partially and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Single Location,"WATKINS AND SHEPARD TRUCKING, INC.","N 6400 Hwy 10 W Missoula, MT 59801, United States",406-532-6121 ,183519867 / 144174752,183519867
,361270155,2133892,EMPIRICAL LABS LLC,EMPIRICAL LABS LLC,-,121 EXECUTIVE CIR,-,DAYTONA BEACH,FL,A,Accepted original DUNS based on input data given,361270155,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find company name where address is different.,,June,Single Location,Empirical Laboratory LLC,"121 Executive Cir Ste 100 Daytona Beach, FL 32114-1180, United States ",386-226-3435 ,-,-
,78299908,929508307,TRIORIENT TRADING,TRIORIENT LLC,-,76 TOKENEKE RD,-,DARIEN,CT,D,After research on the web found possible DUNS,078299908 / 929508307,"On hoovers for JUNE DUNS we found company name "" Triorient, LLC "" where name and address matches completely and for MAY DUNS we found company name "" Triorient Trading, Inc. "" where name matches partially and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Single Location / Single Location,"Triorient, LLC","76 Tokeneke Rd Darien, CT 06820-4610, United States ",203-325-1001 ,078299908 / 929508307,-
,809177483,796945913,PREFERRED CARE INC,PREFERRED CARE INC,-,5420 W PLANO PKWY,-,PLANO,TX,D,After research on the web found possible DUNS,809177483 / 796945913,"On hoovers for JUNE DUNS we found company name ""Preferred Care Inc"" where name and address matches completely and for MAY DUNS we found company name ""Preferred Care Health Facilities of Texas I, Inc."" where name matches partially and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Headquarters,Preferred Care Inc,"5420 W Plano Pkwy Plano, TX 75093-4823, United States ",972-931-3800 ,809177483 / 796945913,809177483 / 796945913
,42301277,780457966,WESLEY PEACHTREE GP,WESLEY PEACHTREE GP,-,1475 KLONDIKE RD SW STE 100,-,CONYERS,GA,A,Accepted original DUNS based on input data given,42301277,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find company name where address is different.,,June,Single Location,The Wesley Peachtree Group,"1475 Klondike Rd Sw #100 Conyers, GA 30094-5174, United States ",770-285-6102 ,-,-
,62309739,873044606,TLC TONERLAND LP,TLC TONERLAND LP,-,8711 FALLBROOK DR,-,HOUSTON,TX,A,Accepted original DUNS based on input data given,62309739,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find company name where address is different.,,June,Single Location,"TLC Technologies, LLC","8711 Fallbrook Dr Houston, TX 77064-3318, United States ",713-590-8512 ,-,-
,27262900,961912164,DELAGET LLC,DELAGET LLC,-,6608 FLNGCLOUD DR100,-,EDEN PRAIRIE,-,A,Accepted original DUNS based on input data given,27262900,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find company name where address is different.,,June,Single Location,"Delaget, LLC","6608 Flying Cloud Dr #100 Eden Prairie, MN 55344-3386, United States ",866-264-5050 ,-,-
,78359765,139728385,ARIJI MOORPARK L&D,ARIJI MOORPARK LD,-,11800 CHAMPIONSHIP DR,-,MOORPARK,CA,A,Accepted original DUNS based on input data given,78359765,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find company name where address is different.,,June,Single Location,"Ariji Moorpark L&D, LLC","11800 Championship Dr Moorpark, CA 93021-8758, United States ",805-532-2834 ,-,-
,175713189,121267561,VASCO DATA SECURITY,VASCO DATA SECURITY,-,1901 S MEYERS RD STE 210,-,OAKBROOK TERRACE,IL,D,After research on the web found possible DUNS,175713189 / 121267561,"On hoovers for JUNE DUNS we found company name ""Vasco Data Security, Inc. (de)"" where name matches partially and address matches completely and for MAY DUNS we found company name ""Vasco Data Security International, Inc."" where name matches partially and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Single Location / Headquarters,"Vasco Data Security, Inc. (de)","1901 S Meyers Rd Ste 210 Oakbrook Terrace, IL 60181-5206, United States ",630-932-8844 ,175713189 / 121267561,121267561
,65863794,619016962,DBM SERVICES LP,DBM SERVICE LP,-,3111 EXECUTIVE BLVD,-,MESQUITE,TX,A,Accepted original DUNS based on input data given,65863794,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find company name where address is different.,,June,Single Location,Dbm Services LP,"3111 Executive Blvd Mesquite, TX 75149-2805, United States ",214-275-7930,-,-
,65361642,77052363,AMER CONCRETE PVEMNT,AMER CONCRETE PVEMNT,-,5420 OLD ORCHARD RD,-,SKOKIE,IL,A,Accepted original DUNS based on input data given,65361642,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find company name where address is different.,,June,Single Location,American Concrete,"5420 Old Orchard Rd Skokie, IL 60077-1053, United States ",847-966-2272,-,-
,79786008,92662865,NEW YORK ORGAN DONOR,LIVEONNY INC,-,460 W 34TH ST,-,NEW YORK,NY,B,After research on the web accept original DUNS,92662865,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,,May,Single Location,"Liveonny, Inc.","460 W 34th St Fl 15 New York, NY 10001-2320, United States ",646-291-4444 ,-,-
,42039480,3916996,FITCH RATINGS,FITCH RATINGS,-,33 WHITEHALL ST,-,NEW YORK,NY,D,After research on the web found possible DUNS,042039480 / 003916996,"On hoovers for JUNE DUNS we found company name ""Fitch Ratings, Inc."" where name matches partially and address matches completely and for MAY DUNS we found company name ""FITCH GROUP, INC."" where name matches partially and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Headquarters,"Fitch Ratings, Inc.","33 Whitehall St New York, NY 10004-2112, United States ",212-612-7726 ,042039480 / 003916996,042039480 / 003916996
,68837824,93145196,HENDERSON CAVERLY,HENDERSON CAVERLY,-,12750HIGH BLUFF S300,-,SAN DIEGO,-,A,Accepted original DUNS based on input data given,68837824,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find company name where address is different.,,June,Single Location,Henderson Caverly Pum & Charney LLP,"12750 High Bluff Dr San Diego, CA 92130-2083, United States ",213-250-5800 ,-,-
,162564301,151350550,SYKEL ENTERPRISES,SYKEL ENTERPRISES,-,48 W 38TH ST FL 6,-,NEW YORK,NY,D,After research on the web found possible DUNS,162564301 / 151350550,"On hoovers for JUNE DUNS we found company name ""Fabrique Innovations, Inc."" where tradestyle and address matches completely and for MAY DUNS we found company name ""SYKEL ENTERPRISES INC."" where name matches partially and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Single Location / Single Location,"Fabrique Innovations, Inc.","48 W 38th St Fl 6 New York, NY 10018-0045, United States","162564301, 151350550",162564301 / 151350550,-
,82654476,16624873,THE GOLDEN BEAR INC,THE GOLDEN BEAR INC,-,PO BOX 5060,-,VAIL,CO,D,After research on the web found possible DUNS,082654476 / 016624873,"On hoovers for JUNE DUNS we found company name ""The Golden Bear Inc"" where name and address matches completely and for MAY DUNS we found company name ""The Golden Bear Inc"" where name and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Single Location,The Golden Bear Inc,"183 E Gore Creek Dr 3a Vail, CO 81657-4544, United States ",970-476-4082,082654476 / 016624873,82654476
,780331141,36483349,PUGS INC,PUGS INC,-,215 N 1800 W,-,LINDON,UT,A,Accepted original DUNS based on input data given,780331141,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where address is different.,,June,Single Location,"Pugs, Inc.","215 N 1800 W Lindon, UT 84042-1627, United States",801-785-8801 ,-,-
,71158173,52727208,XYVISION INC,XYVISION INC,-,201 EDGEWATER DR,-,WAKEFIELD,MA,A,Accepted original DUNS based on input data given,71158173,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where address matches.,,June,Single Location,Xyvision Enterprise Solutions Inc,"101 Edgewater Dr Ste 210 , Wakefield, MA",-,-,-
,21370499,171438349,CUMMINS BEHAVIORAL,CUMMINS BEHAVIORAL,-,5101 E US HIGHWAY 36,-,AVON,IN,D,After research on the web found possible DUNS,021370499 / 171438349,"On hoovers for JUNE DUNS we found company name ""Cummins Behavioral Health Systems, Inc."" where name matches partially and address matches completely and for MAY DUNS we found company name ""Cummins Behavioral Health Systems, Inc."" where name matches partially and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Branch,"Cummins Behavioral Health Systems, Inc.","5101 E Us Highway 36 #100 Avon, IN 46123-6645, United States ",317-272-3330 ,021370499 / 171438349,21370499
,606598605,10674849,CADNA RUBBER COMPANY,CADNA RUBBER CO,-,3921 DELP ST,-,MEMPHIS,TN,A,Accepted original DUNS based on input data given,606598605,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where address is different.,,June,Single Location,"CADNA RUBBER COMPANY, INC.","3921 Delp St Memphis, TN 38118-6110, United States ",901-566-9090 ,-,-
,122650075,8866634,COLONIAL HYUNDAI,COLONIAL HYUNDAI,-,4423 W LINCOLN HWY,-,DOWNINGTOWN,PA,A,Accepted original DUNS based on input data given,122650075,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find company name where address is different.,,June,Single Location,"Colonial Hyundai of Downingtown, LLC","4423 W Lincoln Hwy Downingtown, PA 19335-2228, United States ",610-873-9000 ,-,-
,787952659,31100981,MIRABELLA BEAUTY,MIRABELLA BEAUTY,-,25261 AVENUE TIBBITTS,-,VALENCIA,CA,A,Accepted original DUNS based on input data given,787952659,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could not find any  company name .,,June,Single Location,"MIRABELLA BEAUTY PRODUCTS, LLC","25261 Avenue Tibbitts Valencia, CA 91355-3433, United States ",661-702-9910 ,-,-
,808743251,929862415,MEGATRAX MUSIC,MEGATRAX MUSIC,-,7629 FULTON AVE,-,NORTH HOLLYWOOD,CA,D,After research on the web found possible DUNS,808743251 / 929862415,"On hoovers for JUNE DUNS we found company name ""Megatrax Music"" where name and address matches completely and for MAY DUNS we found company name ""Megatrax Production Music Inc"" where name matches partially and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Single Location / Single Location,Megatrax Music,"7629 Fulton Ave North Hollywood, CA 91605-1805, United States ",818-255-7100 ,808743251 / 929862415,-
,55685186,118285360,THE BICYCLE CASINO,THE BICYCLE CASINO,-,888 BICYCLE CASINO DR,-,BELL GARDENS,CA,D,After research on the web found possible DUNS,055685186 / 118285360,"On hoovers for JUNE DUNS we found company name ""THE BICYCLE CASINO L P"" where name matches partially and address matches completely and for MAY DUNS we found company name ""The Bell Gardens Bicycle Club Inc"" where name matches partially and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Single Location / Single Location,THE BICYCLE CASINO L P,"888 Bicycle Casino Dr Bell Gardens, CA 90201-7617, United States ",562-806-4646 ,055685186 / 118285360,-
,29263563,829360671,WILLIAMS SONOMA INC,WILLIAMSSONOMA INC,-,3250 VAN NESS AVE,-,SAN FRANCISCO,CA,A,Accepted original DUNS based on input data given,29263563,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where address matches.,,June,Headquarters,"Williams-Sonoma, Inc.","3250 Van Ness Ave San Francisco, CA 94109-1012, United States ",415-421-7900 ,-,29263563
,555810949,32508974,PACE DIVRSIFIED CORP,PACE DIVRSIFIED CORP,-,13061 ROSEDALE HWY,-,BAKERSFIELD,CA,A,Accepted original DUNS based on input data given,555810949,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find company name where address is different.,,June,Single Location,Pace Diversified Corporation,"13061 Rosedale Hwy # G196 Bakersfield, CA 93314-7612, United States ",661-213-4700 ,-,-
,78351700,48789243,LEVEL 11 CONSULTING,LEVEL 11 CONSULTING,-,720 3RD AVE STE 800,-,SEATTLE,WA,E,After research on the web found Business but no DUNS,-,"We could find existing DUNS on hoovers where company name as "" Level 11 Consulting, LLC "" and address doesn't match. After research we could find company business on web, but there is no DUNS available for the obligor.",https://connect.data.com/company/view/m43z7zy8ng8QuOHSDRZAwA/level-11,-,,Level 11,"720 3rd Ave Ste 800 Seattle, WA",206-905-4614,-,-
,928587526,63857401,CAPITOL ENVIRONMENTL,CAPITOL ENVIRONMENTL,-,200 BIDDLE AVE STE 205,-,NEWARK,DE,D,After research on the web found possible DUNS,928587526 / 063857401,"On hoovers for JUNE DUNS we found company name ""Capitol Environmental Services, Inc."" where name matches partially and address matches completely and for MAY DUNS we found company name ""Capitol Environmental Ser"" where name matches partially and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Branch / Single Location,"Capitol Environmental Services, Inc.","200 Biddle Ave Ste 205 Newark, DE 19702-3966, United States ",302-652-8999 ,928587526 / 063857401,-
,829188478,101815314,INTERMODAL CARTAGE,INTERMODAL CARTAGE,-,3150 LENOX PARK BLVD STE 309,-,MEMPHIS,TN,A,Accepted original DUNS based on input data given,829188478,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find company name where address is different.,,June,Headquarters,"Gulf Intermodal Services, LLC","3150 Lenox Park Blvd #309, Memphis, TN",713-675-4600 ,-,829188478
,46148784,130203128,CIAO BELLA GELATO CO,CIAO BELLA GELATO CO,-,745 BOYLSTON ST LBBY 7,-,BOSTON,MA,A,Accepted original DUNS based on input data given,46148784,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find company name where address is different.,,June,Branch,"Ciao Bella Gelato Company West, LLC","745 Boylston St Lbby 7 Boston, MA 02116-2668, United States ",973-373-1200 ,-,-
,807918628,610708146,NETSMART OHIO INC,NETSMART TECHNOLOGIE,-,3500SUNRISE HWY#D122,-,GREAT RIVER,-,E,After research on the web found Business but no DUNS,-,"We could find existing DUNS on hoovers where company name as "" Netsmart Ohio Inc "" and address doesn't match. After research we could find company business on web, but there is no DUNS available for the obligor.",http://www.ntst.com/locations/mobile_index.aspx,-,,"NETSMART OHIO, INC","3500 Sunrise Highway, Suite D122 , Great River, NY",800-421-7503,-,-
,4615611,9777290,INDEPENDENT IMAGING,INDEPENDENT IMAGING,-,2326 S CONGRESS AVE,-,WEST PALM BEACH,FL,A,Accepted original DUNS based on input data given,4615611,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find company name where address is different.,,June,Branch,"Independent Imaging, LLC","2326 S Congress Ave 1a West Palm Beach, FL 33406-7652, United States ",561-795-5558 ,-,-
,944032452,77969947,ASSOCIATED VOLUME,ASSOCIATED VOLUME,-,17542 17TH ST STE 250,-,TUSTIN,CA,D,After research on the web found possible DUNS,944032452 / 077969947,"On hoovers for JUNE DUNS we found company name ""Associated Volume Buyers, Inc."" where name matches partially and address matches completely and for MAY DUNS we found company name ""BRANDSOURCE FINANCIAL, LLC"" where name matches partially and address matches completely. So Both JUNE and MAY DUNS are considered.",,June/May,Single Location / Single Location,"Associated Volume Buyers, Inc.","17542 17th St Ste 250 Tustin, CA 92780-7939, United States ",714-502-9620 ,944032452 / 077969947,-
,827608626,831233288,HORIZON DATA CENTER,HORIZON DATA CENTER,-,6900 DALLAS PKWY STE 800,-,PLANO,TX,A,Accepted original DUNS based on input data given,827608626,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find company name where address is different.,,June,Headquarters,"Horizon Data Center Solutions, LLC","6900 Dallas Pkwy Ste 800 Plano, TX 75024-4204, United States",972-509-0110 ,-,827608626
,92093616,18555027,MCGLINCHEY ETAL,MCGLINCHEY ETAL,-,601 POYDRAS ST # FLR12,-,NEW ORLEANS,LA,D,After research on the web found possible DUNS,92093616 / 018555027,"On hoovers for JUNE DUNS we found company name ""McGlinchey Stafford, Pllc"" where tradestyle and address matches partially and for MAY DUNS we found company name "" Van Meter Debbie A /Atty "" where tradestyle and address matches partially. So Both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Single Location,Van Meter Debbie A /Atty,"12th Flr 601 Poydras St Flr 12 , New Orleans, LA",504-586-1200,92093616 / 018555027,92093616
,73526691,15857576,LANE COLLEGE,LANE COLLEGE,-,545 LANE AVE,-,JACKSON,TN,A,Accepted original DUNS based on input data given,73526691,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where address is different.,,June,Single Location,Lane College,"545 Lane Ave Jackson, TN 38301-4598, United States ",731-426-7500 ,-,-
,17817538,30212026,SK TELECOM AMERICAS,SK TELECOM AMERICAS,-,310 DE GUIGNE DR,-,SUNNYVALE,CA,A,Accepted original DUNS based on input data given,17817538,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find company name where address is different.,,June,Single Location,"Sk Telecoms Americas, Inc.","310 De Guigne Dr Sunnyvale, CA 94085-3906, United States ",408-328-2924 ,-,-
