Sr. No.,Jun DUNs,May DUNs,legal_nm,dba_nm,alt_bus_nm,bus1_address1,bus1_address2,bus1_city,bus1_state_cd,Action Code,Action Code Details,Final DUNS,Comments,Weblinks,June/May,Location,Company Name on D&B,Address on D&B,Contact Number,DUNS As Per CP,Headquarter DUNS
,54395170,805986643,HORIZON SPA & POOL,HORIZON SPA POOL,,3120 E MEDINA RD,,TUCSON,AZ,B,After research on the web accept original DUNS,805986643,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,,May,Single Location,"Horizon Spa & Pool Parts, Inc.","3120 E Medina Rd Tucson, AZ 85756-7173, United States",520-295-9750 ,,
,967390928,146489237,WPT ENTERPRISES INC.,WPT ENTERPRISES INC,,1920 MAIN ST STE 1150,,IRVINE,CA,A,Accepted original DUNS based on input data given,967390928,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Branch,"Wpt Enterprises, Inc.","1920 Main St Ste 1150 Irvine, CA 92614-7221, United States",323-330-9825 ,,
,825586944,949012827,PIERCEY WEST INC,PIERCEY WEST INC,,10645 STUDEBAKER RD,,DOWNEY,CA,A,Accepted original DUNS based on input data given,825586944,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Single Location,Piercey West Inc,"10645 Studebaker Rd Downey, CA 90241-3173, United States",562-929-7000 ,,
,968805379,50397509,MEMORIAL MRI,MEMORIAL MRI,,1241 CAMPBELL RD,,HOUSTON,TX,D,After research on the web found possible DUNS,968805379 / 050397509,"On hoovers for JUNE DUNS we found company name "" MEMORIAL MRI & DIAGNOSTIC CENTER, L.P.  "" and address matches partially/completely and for MAY DUNS we found company name ""Memorial Mri & Diagnostic, L.L.C. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",-,June/May,Headquarters / Single Location,"MEMORIAL MRI & DIAGNOSTIC CENTER, L.P.","1241 Campbell Rd
Houston, TX",713-554-3204,968805379 / 050397509,968805379
,79718229,829739353,SHOEZOO.COM LLC,SHOEZOO COM LLC,,727 KINGSHILL PL,,CARSON,CA,A,Accepted original DUNS based on input data given,79718229,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Single Location,"Shoezoo.com, LLC","727 Kingshill Pl
Carson, CA",888-649-0006,,
,144843729,557205374,YEAR ROUND POOL,YEAR ROUND POOL CO,,386 BUCK ISLAND RD,,BLUFFTON,SC,D,After research on the web found possible DUNS,144843729 / 557205374,"On hoovers for JUNE DUNS we found company name "" Year Round Pool Co., Inc.  "" and address matches partially/completely and for MAY DUNS we found company name "" Year Round Pool Co., Inc."" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",-,June/May,Headquarters / Branch,"Year Round Pool Co., Inc.","386 Buck Island Rd
Bluffton, SC",843-837-7665,144843729 / 557205374,144843729
,41163049,786623322,DAVISELEN ADV.,DAVISELEN ADV,,865 S FIGUEROA ST,,LOS ANGELES,CA,D,After research on the web found possible DUNS,41163049/786623322,"On hoovers for JUNE DUNS we found company name "" Daviselen Advertising, Inc.  "" and address matches partially/completely and for MAY DUNS we found company name ""Adamericas, LLC"" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",`,June/May,Headquarters/Single Location,"Daviselen Advertising, Inc.","865 S Figueroa St #1200
Los Angeles, CA",,41163049/786623322,41163049
,12100883,623005050,J WOOD CONTRACTING,JWOOD CONTRACTING,,PO BOX 100,,ELKVIEW,WV,D,After research on the web found possible DUNS,12100883 / 623005050,"On hoovers for JUNE DUNS we found company name "" J Wood Contracting LLC  "" and address matches partially/completely and for MAY DUNS we found company name ""J-Wood Contracting LLC "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",`,June/May,Single Location / Single Location,J Wood Contracting LLC,"5518 Elk River Rd N
Elkview, WV",304-965-5815,12100883 / 623005050,
,30965664,55284207,RCM TECHNOLOGIES,RCM TECHNOLOGY,,20 WATERVIEW BLVD STE 4,,PARSIPPANY,NJ,D,After research on the web found possible DUNS,30965664/055284207,"On hoovers for JUNE DUNS we found company name "" RCM TECHNOLOGIES, INC.  "" and address matches partially/completely and for MAY DUNS we found company name ""RCM TECHNOLOGIES, INC. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Branch/Branch,"RCM TECHNOLOGIES, INC.","20 Waterview Blvd Ste 4
Parsippany, NJ",973-658-3000,30965664/055284207,
,78316573,189305592,INSRNC OFFICE OF AMRCA,INSRNC OFFICE OF AMRCA,,1855 W STATE ROAD 434,,LONGWOOD,FL,D,After research on the web found possible DUNS,78316573/189305592,"On hoovers for JUNE DUNS we found company name "" Ioa Group, LLC  "" and address matches partially/completely and for MAY DUNS we found company name ""Insurance Office of America, Inc. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Headquarters,"Ioa Group, LLC","1855 W State Road 434
Longwood, FL",800-243-6899,78316573/189305592,189305592
,199474524,184397032,LAURA GELLER BEAUTY,LAURA GELLER BEAUTY,,575 LEXINGTON AVE,,NEW YORK,NY,A,Accepted original DUNS based on input data given,199474524,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,"Laura Geller Beauty, LLC","575 Lexington Ave Fl 16
New York, NY",212-935-4455,,199474524
,12237772,106799828,SEIKO CORP OF AMER,SEIKO CORP OF AMER,,1111 MACARTHUR BLVD,,MAHWAH,NJ,D,After research on the web found possible DUNS,12237772/106799828,"On hoovers for JUNE DUNS we found company name "" SEIKO CORPORATION OF AMERICA  "" and address matches partially/completely and for MAY DUNS we found company name ""Seiko Corporation of America "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Branch,SEIKO CORPORATION OF AMERICA,"1111 Macarthur Blvd #101
Mahwah, NJ",201-529-5730,12237772/106799828,12237772
,32318063,830317595,HUNDRED ACRE WINE,HUNDRED ACRE WINE,,1345 RAILROAD AVE # 2A,,SAINT HELENA,CA,A,Accepted original DUNS based on input data given,32318063,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Single Location,Hundred Acre,"1345 Railroad Ave
Saint Helena, CA",707-302-5179,,
,968970512,27418635,JAT CAPITAL MANAGEMENT,JAT CAPITAL MANAGEMENT,,1 FAWCETT PL,,GREENWICH,CT,A,Accepted original DUNS based on input data given,968970512,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,"Jat Capital Management (new York), L.P.","1 Fawcett Pl Ste 200
Greenwich, CT",212-720-3132,,968970512
,796732225,790347384,THE CHUDY GROUP LLC,THE CHUDY GROUP LLC,,1671 POWERS LAKE RD,,POWERS LAKE,,A,Accepted original DUNS based on input data given,796732225,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Single Location,"CHUDY GROUP, LLC","N1671 Powers Lake Rd
Powers Lake, WI",262-279-5022,,
,105746874,50866293,LENOX FINANCIAL MRTG,LENOX FINANCIAL MRTG,,200E SANDPOINT #800,,SANTA ANA,,A,Accepted original DUNS based on input data given,105746874,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Single Location,Lenox Financial Mortgage Corp,"200 Sandpointe Ave #800
Santa Ana, CA",949-428-5100,,
,68725368,828531587,DYNALINKOCOMMUNICATN,DYNALINKOCOMMUNICATN,,927 MCDONALD AVE,,BROOKLYN,NY,A,Accepted original DUNS based on input data given,68725368,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Branch,"Dynalink Communications, Inc.","927 Mcdonald Ave Fl 2
Brooklyn, NY",877-396-2546,,
,783669997,81029972,FINELINE TECHNOLGIES,FINELINE TECHNOLGIES,,3145 MEDLOCK BRIDGE RD,,NORCROSS,GA,D,After research on the web found possible DUNS,783669997/081029972,"On hoovers for JUNE DUNS we found company name "" FINELINE TECHNOLOGIES, INC.  "" and address matches partially/completely and for MAY DUNS we found company name ""FINELINE TECHNOLOGIES, INC. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Headquarters,"FINELINE TECHNOLOGIES, INC.","3145 Medlock Bridge Rd
Norcross, GA",678-969-835,783669997/081029972,783669997/081029972
,24686494,14521720,THREE LOWER COUNTIES,THREE LOWER COUNTIES,,32033 BEAVER RUN DR,,SALISBURY,MD,D,After research on the web found possible DUNS,24686494/14521720,"On hoovers for JUNE DUNS we found company name "" TLC Admin Building  "" and address matches partially/completely and for MAY DUNS we found company name ""Three Lower Counties Community Services, Inc. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Branch,TLC Admin Building,"32033 Beaver Run Dr
Salisbury, MD",410-749-1019,24686494/14521720,
,94004228,608962650,TACALA LLC,TACALA LLC,,3750 CORPORATE WOODS DR,,VESTAVIA HILLS,AL,A,Accepted original DUNS based on input data given,94004228,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,TACALA LLC,"3750 Corporate Woods Dr
Vestavia, AL",205-443-9600,,94004228
,116275330,166336326,A.C. MOORE INC.,A C MOORE INC,,130 A C MOORE DR,,BERLIN,NJ,D,After research on the web found possible DUNS,116275330/166336326,"On hoovers for JUNE DUNS we found company name "" A.C. Moore Incorporated  "" and address matches partially/completely and for MAY DUNS we found company name ""A.C. Moore Incorporated "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Branch,A.C. Moore Incorporated,"130 A C Moore Dr
Berlin, NJ ",856-768-4930,116275330/166336326,116275330
,79796351,79108635,WALKERCOUNTY BRD EDU,WALKERCOUNTY BRD EDU,,1710ALABAMA AVE 106,,JASPER,,D,After research on the web found possible DUNS,79796351/79108635,"On hoovers for JUNE DUNS we found company name "" Walker County Public School System  "" and address matches partially/completely and for MAY DUNS we found company name ""79108635 "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Headquarters,Walker County Public School System,"1710 Alabama Ave
Jasper, AL",205-387-0555,79796351/79108635,79108635
,159613780,44657144,ACTION COOLING & HEA,ACTION COOLING HEA,,6340 ARC WAY,,FORT MYERS,FL,A,Accepted original DUNS based on input data given,159613780,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Single Location,"Action Cooling & Heating, Inc.","6340 Arc Way
Fort Myers, FL",239-768-7005,,
,784417107,6998108,CASS COUNTY ELECTRIC,CASS COUNTY ELECTRIC,,4100 32ND AVE S,,FARGO,ND,A,Accepted original DUNS based on input data given,784417107,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Branch,CASS COUNTY ELECTRIC COOPERATIVE INC.,"4100 32nd Ave S
Fargo, ND",701-967-8966,,
,152065736,790441856,CHARLES ABBOTT ASSOC,CHARLES ABBOTT ASSOC,,27401 LOS ALTOS,,MISSION VIEJO,CA,D,After research on the web found possible DUNS,152065736/790441856,"On hoovers for JUNE DUNS we found company name "" Charles Abbott Associates, Inc  "" and address matches partially/completely and for MAY DUNS we found company name ""Abbott Charles Associates Inc "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Single Location,"Charles Abbott Associates, Inc","27401 Los Altos Ste 220
Mission Viejo, CA",949-367-2850,152065736/790441856,152065736
,963080929,600823608,LOW BOOK SALES,LOW BOOK SALES,,590 N STATE ST,,LINDON,UT,D,After research on the web found possible DUNS,963080929/600823608,"On hoovers for JUNE DUNS we found company name "" Low Book Sales Foundation  "" and address matches partially/completely and for MAY DUNS we found company name ""Low Book Sales & Leasing, Inc. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Branch,Low Book Sales Foundation,"590 N State St
Lindon, UT",801-437-7367,963080929/600823608,
,933590549,620979062,MATSON NAVIGATON,MATSON NAVIGATON,,426 N 44TH ST,,PHOENIX,AZ,A,Accepted original DUNS based on input data given,933590549,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Branch,"Matson Navigation Company, Inc","426 N 44th St Ste 250
Phoenix, AZ",480-902-5000,,
,68204619,829542146,TVR COMMUNICATIONS,TVR COMMUNICATIONS,,60-69 WOODHAVEN BLVD,,"ELMHURST,",,D,After research on the web found possible DUNS,68204619/829542146,"On hoovers for JUNE DUNS we found company name "" TVR COMMUNICATIONS  "" and address matches partially/completely and for MAY DUNS we found company name ""Tvr Communications LLC "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Single Location,TVR COMMUNICATIONS,"6069 Woodhaven Blvd
Elmhurst, NY",718-458-2211,68204619/829542146,68204619
,804955479,53130057,AMERICAN SPECIALTYHP,AMERICAN SPECIALTYHP,,10221 WATERIDGE CIR,,SAN DIEGO,CA,D,After research on the web found possible DUNS,804955479/53130057,"On hoovers for JUNE DUNS we found company name "" American Specialty Health Incorporated  "" and address matches partially/completely and for MAY DUNS we found company name ""v "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",http://www.yelp.com/biz/american-specialty-health-san-diego,June/May,Headquarters/Single Location,American Specialty Health Incorporated,"10221 Wateridge Cir
San Diego, CA",858-754-2000,804955479/53130057,804955479
,829734750,125456421,NYLSI INC,NYLSI INC,,3984 SUNRISE HWY,,OAKDALE,NY,D,After research on the web found possible DUNS,829734750/125456421,"On hoovers for JUNE DUNS we found company name "" NYLSI, INC.  "" and address matches partially/completely and for MAY DUNS we found company name ""Sunrise Automotive L.L.C. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Single Location,"NYLSI, INC.","3984 Sunrise Hwy
Oakdale, NY ",631-589-9000,829734750/125456421,
,63063747,825034338,INNOVATION ASSOCIATS,INNOVATION ASSOC,,530 COLUMBIA DR,,JOHNSON CITY,NY,D,After research on the web found possible DUNS,63063747/825034338,"On hoovers for JUNE DUNS we found company name "" Innovation Associates, Inc.  "" and address matches partially/completely and for MAY DUNS we found company name ""Innovation Associates, Inc. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Branch,"Innovation Associates, Inc.","530 Columbia Dr Ste 101
Johnson City, NY ",607-798-9376,63063747/825034338,
,792064347,72186815,OCONNELL&ASSOCIATES,OCONNELL TIVIN,,135 S LA SALLE ST,,CHICAGO,IL,A,Accepted original DUNS based on input data given,792064347,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,"O'Connell, Tivin, Miller, & Burnf LLC","135 S La Salle St #2430
Chicago, IL",312-256-8800,,792064347
,967465704,70580704,HIGHWAY TO HEALTH,HIGHWAY TO HEALTH,,1 RADNOR CORPORATE CTR STE 100,,RADNOR,PA,A,Accepted original DUNS based on input data given,967465704,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Single Location,"Highway To Health, Inc.","1 Radnor Corp Ctr Ste 100
Radnor, PA ",,,
,780730693,114791929,ENVIRONMENTL DESIGNS,ENVIRONMENTL DESIGNS,,2070 WEST ST,,SOUTHINGTON,CT,D,After research on the web found possible DUNS,780730693/114791929,"On hoovers for JUNE DUNS we found company name "" Environmental Designs, Inc.  "" and address matches partially/completely and for MAY DUNS we found company name ""Winterberry Gardens, LLC "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Single Location,"Environmental Designs, Inc.","2070 West St
Southington, CT",,780730693/114791929,
,113728880,121205855,CPAPMDCL SPPLS&SRVCS,CPAPMDCL SPPLSSRVCS,,6950 PHILIPS HWY,,JACKSONVILLE,FL,B,After research on the web accept original DUNS,121205855,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,,May,Single Location,Cpap Medical Supplies and Services Inc.,"6950 Philips Hwy Ste 36
Jacksonville, FL",904-281-2727,,
,962484791,118068654,REBATH LLC,REBATH LLC,,421 W ALAMEDA DR,,TEMPE,AZ,A,Accepted original DUNS based on input data given,962484791,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Single Location,"Re-Bath, LLC","421 W Alameda Dr
Tempe, AZ",480-844-1575,,
,147861405,615984168,CENTRAL MILLS INC.,CENTRAL MILLS INC,,473 RIDGE RD,,DAYTON,NJ,A,Accepted original DUNS based on input data given,147861405,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,"CENTRAL MILLS, INC.","473 Ridge Rd
Dayton, NJ ",732-248-9000,,147861405
,10788384,135224009,INTEGRITY REHAB GROUP,INTEGRITY REHAB GROUP,,2803 GRYSTON COMM 18,,BIRMINGHAM,,A,Accepted original DUNS based on input data given,10788384,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Single Location,Integrity Rehab Group Inc,"2803 Greystone Commercial Blvd
Birmingham, AL",205-991-7228,,
,56379530,786991518,CHURCH OF NAZARENE,CHURCH OF NAZARENE,,17001PRAIRIESTARPKWY,,LENEXA,,D,After research on the web found possible DUNS,56379530 / 786991518,"On hoovers for JUNE DUNS we found company name "" THE CHURCH OF THE NAZARENE INC  "" and address matches partially/completely and for MAY DUNS we found company name ""Church of The Nazarene Foundation "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Single Location,THE CHURCH OF THE NAZARENE INC,"17001 Prairie Star Pkwy
Lenexa, KS",913-577-0500,56379530 / 786991518,56379530
,556879252,23020235,AMERIGON INC.,GENTHERM INC,,21680 HAGGERTY RD,,NORTHVILLE,MI,A,Accepted original DUNS based on input data given,556879252,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,Gentherm Incorporated,"21680 Haggerty Rd Ste 101
Northville, MI",248-504-0500,,556879252
,67682034,47491929,POLYWOOD FABRICATION,POLYWOOD FABRICATION,,10091 PARK RUN DR,,LAS VEGAS,NV,A,Accepted original DUNS based on input data given,67682034,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Branch,"Polywood Fabrication, Inc.","10091 Park Run Dr
Las Vegas, NV",702-870-4488 ,,
,557053266,13935943,LIFEVANTAGE,LIFEVANTAGE,,9785 S MONROE ST 300,,SANDY,,A,Accepted original DUNS based on input data given,557053266,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,Lifevantage Corporation,"9785 S Monroe St Ste 300
Sandy, UT",801-432-9000,,557053266
,31051255,944078922,RIVERSIDE LGSTCS INC,RIVERSIDE LGSTCS INC,,PO BOX 7899,,RICHMOND,VA,D,After research on the web found possible DUNS,31051255 / 944078922,"On hoovers for JUNE DUNS we found company name "" Riverside Logistics, Inc.  "" and address matches partially/completely and for MAY DUNS we found company name "" Riverside Logistics, Inc."" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",http://www.riversidelogs.com/contactus.htm,June/May,Single Location / Headquarters,"Riverside Logistics, Inc.","5654 Eastport Boulevard
Richmond, VA",888-999-0734,31051255 / 944078922,944078922
,125752811,627206360,MANAGEMENT DATA SYSTEMS,MANAGEMENT DATA SYSTEM,,13073 N TELECOM PKWY,,TEMPLE TERRACE,FL,A,Accepted original DUNS based on input data given,125752811,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Branch,"Management Data Systems International, Inc.","13073 N Telecom Pkwy
Temple Terrace, FL",813-983-9690,,
,104882902,969144430,ANGIES ARTSN TREATS,ANGIES ARTSN TREATS,,1918 LOOKOUT DR,,NORTH MANKATO,MN,D,After research on the web found possible DUNS,104882902 / 969144430,"On hoovers for JUNE DUNS we found company name "" BASTIAN RENO ENTERPRISES INC / ANGIE'S ARTISAN TREATS, LLC  "" and address matches partially/completely and for MAY DUNS we found company name ""ANGIE'S ARTISAN TREATS, LLC "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Single Location,"BASTIAN RENO ENTERPRISES INC / ANGIE'S ARTISAN TREATS, LLC","1918 Lookout Dr
North Mankato, ",507-387-3886,104882902 / 969144430,104882902
,606535177,782442433,NORTHWEST EVALUATION,NORTHWEST EVALUATION,,121 NW EVERETT ST,,PORTLAND,OR,A,Accepted original DUNS based on input data given,606535177,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Single Location,Northwest Evaluation Association,"121 Nw Everett St
Portland, OR",503-624-1951 ,,
,41255543,18380683,SOFO FOODS,SOFO FOODS,,253 WAGGONER BLVD,,TOLEDO,OH,B,After research on the web accept original DUNS,18380683,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,,May,Headquarters,ANTONIO SOFO SON IMPORTING COMPANY,"253 Waggoner Blvd
Toledo, OH",419-476-4211,,18380683
,107574691,9708640,PROFESSIONALS CHOICE,PROFESSIONALS CHOICE,,2025 GILLESPIE WAY,,EL CAJON,CA,D,After research on the web found possible DUNS,107574691/009708640,"On hoovers for JUNE DUNS we found company name "" PROFESSIONAL'S CHOICE SPORTS MEDICINE PRODUCTS, INC.  "" and address matches partially/completely and for MAY DUNS we found company name ""Professional's Choice Ropes "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location / Single Location,"PROFESSIONAL'S CHOICE SPORTS MEDICINE PRODUCTS, INC.","2025 Gillespie Way #106
El Cajon, CA",619-873-1100,107574691/009708640,
,19636006,157534769,AVONDALE AUTO GROUP,AVONDALE AUTO GROUP,,5050 W SAHARA AVE,,LAS VEGAS,NV,D,After research on the web found possible DUNS,19636006 / 157534769,"On hoovers for JUNE DUNS we found company name "" Avondale Automotive  "" and address matches partially/completely and for MAY DUNS we found company name ""AVONDALE AUTOMOTIVE, INC. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location / Single Location,Avondale Automotive,5050 W SAHARA AVE,,19636006 / 157534769,
,14960165,606710960,GENERAL NUTRITION,GENERAL NUTRITION,GENERAL NUTRITION,300 6TH AVE,,PITTSBURGH,PA,D,After research on the web found possible DUNS,014960165 / 606710960,"On hoovers for JUNE DUNS we found company name "" GENERAL NUTRITION CORPORATION  "" and address matches partially/completely and for MAY DUNS we found company name ""General Nutrition Companies, Inc. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Headquarters,GENERAL NUTRITION CORPORATION,"300 6th Ave
Pittsburgh, PA",412-288-4600,014960165 / 606710960,014960165 / 606710960
,91435276,34156763,LIQUID ENVIRONMENTAL,LIQUID ENVIRONMENTAL,,7651 ESTERS BLVD STE 200,,IRVING,TX,A,Accepted original DUNS based on input data given,91435276,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,"LIQUID ENVIRONMENTAL SOLUTIONS OF TEXAS, LLC","7651 Esters Blvd Ste 200
Irving, TX",866-694-7327,,91435276
,78576461,961633646,DIRECT CHASSIS LLC,DIRECT CHASSIS LLC,,10533 SESSLER ST,,SOUTH GATE,CA,D,After research on the web found possible DUNS,78576461 / 961633646,"On hoovers for JUNE DUNS we found company name "" DIRECT CHASSIS, LLC  "" and address matches partially/completely and for MAY DUNS we found company name ""DIRECT CHASSIS, LLC "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Headquarters,"DIRECT CHASSIS, LLC","10533 Sessler St
South Gate, CA",562-904-8600,78576461 / 961633646,78576461
,37343938,831958256,ZOUNDS HEARING INC,ZOUNDS HEARING INC,,4405E BASELINERD#114,,PHOENIX,,D,After research on the web found possible DUNS,37343938 / 831958256,"On hoovers for JUNE DUNS we found company name "" Zounds Hearing Incorporated  "" and address matches partially/completely and for MAY DUNS we found company name ""ZOUNDS, INC. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",https://local.yahoo.com/info-39233905-zounds-hearing-incorporated-phoenix,June/May,Headquarters / Headquarters,Zounds Hearing Incorporated,"9365 S Mckemy St Ste 105
Tempe, AZ",480-813-8400,37343938 / 831958256,37343938 / 831958256
,965004935,957996341,POLYGON US CORP,POLYGON US CORP,,15SHARPENERS POND RD,,N ANDOVER BLGD F,,A,Accepted original DUNS based on input data given,965004935,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,POLYGON US CORPORATION,"15 Sharpners Pond Rd F
North Andover, MA",8004226379,,965004935
,113032270,806176074,SEELEY ENTERPRISES,SEELEY ENTERPRISES,,104 PARKER DR,,ANDOVER,OH,A,Accepted original DUNS based on input data given,113032270,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Headquarters,SEELEY ENTERPRISES COMPANY,"104 Parker Dr
Andover, OH",440-293-6600,,113032270
,959843413,4404262,MAVERICK FUNDING,MAVERICK FUNDING,,9 ENTIN RD STE 200,,PARSIPPANY,NJ,B,After research on the web accept original DUNS,4404262,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,http://businessfinder.nj.com/3969535/Maverick-Funding-Corp-Parsippany-NJ,May,Single Location,Maverick Funding Corp.,"1160 Parsippany Blvd #200
Parsippany, NJ",973-585-6099,,
,198613135,940010213,HEADQUARTER TOYOTA,HEADQUARTER TOYOTA,,5895 NW 167TH ST,,HIALEAH,FL,D,After research on the web found possible DUNS,198613135/940010213,"On hoovers for JUNE DUNS we found company name "" BELLA AUTOMOTIVE GROUP, LTD.  "" and address matches partially/completely and for MAY DUNS we found company name ""Lexus Toyota of Melbourne "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",http://www.yellowpages.com/hialeah-fl/mip/headquarter-toyota-7727302,June/May,Single Location/Single Location,"BELLA AUTOMOTIVE GROUP, LTD.","5895 Nw 167th St
Hialeah, FL ",305-364-9800,198613135/940010213,
,611724613,789452492,SPRINGS GLOBAL,SPRINGS GLOBAL,,205 N WHITE ST,,FORT MILL,SC,D,After research on the web found possible DUNS,611724613/789452492,"On hoovers for JUNE DUNS we found company name "" SPRINGS GLOBAL US, INC.  "" and address matches partially/completely and for MAY DUNS we found company name ""Springs Global Us, Inc. "" and address matches partially/completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Branch,"SPRINGS GLOBAL US, INC.","205 N White St
Fort Mill, SC",803-547-1500,611724613/789452492,611724613
,78704425,808164375,TANENBAUM HARBER COMPANY,ALLIANT HOLDINGS,,701 B ST FL 6,,SAN DIEGO,CA,A,Accepted original DUNS based on input data given,78704425,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where partially/complete address matches.,,June,Single Location,"Alliant Holdings I, L.P.","701 B St Fl 6
San Diego, CA",619-238-1828 ,,
,26182537,831219295,JILL ACQUISITION LLC,JILL ACQUISITION LLC,,100 BIRCH POND DR,,TILTON,NH,C,After research on the web found better DUNS,80129972,"On hoovers for JUNE DUNS we found company name ""No company name found "" and address matches partially and for MAY DUNS we found company name ""JILL ACQUISITION LLC "" and address matches partially. After research on web found better dUNS with company name ""Jill Acquisition LLC "" and address matches completely.",,-,Branch,Jill Acquisition LLC,"100 Birch Pond Rd
Tilton, NH",603-266-2600,80129972,
